TestDescription,Unit,Value,Component
504120 AI P1 Read ADC BINNING-LB, Dec,0,D300
504130 AI P1 Read ADC BINNING-DRL, Dec,0,D300
504140 AI P1 Read ADC BINNING-TI, Dec,0,D300
504150 AI P1 Read ADC PCB TEMP Normal Temperature, Dec,0,D300
504160 AI P1 Read ADC TEMP REF, Dec,0,D300
504010 AI P0 Read ADC NTC-LB, Dec,0,D300
504020 AI P0 Read ADC NTC-HB, Dec,0,D300
504030 AI P0 Read ADC NTC-DRL, Dec,0,D300
504040 AI P0 Read ADC NTC-TI, Dec,0,D300
504050 AI P0 Read ADC BINNING-LB, Dec,0,D300
504060 AI P0 Read ADC BINNING-DTRL, Dec,0,D300
504070 AI P0 Read ADC BINNING-TI, Dec,0,D300
504080 AI P1 Read ADC NTC-LB, Dec,0,D300
504090 AI P1 Read ADC NTC-HB, Dec,0,D300
504100 AI P1 Read ADC NTC-DRL, Dec,0,D300
504110 AI P1 Read ADC NTC-TI, Dec,0,D300
504120 AI P1 Read ADC BINNING-LB, Dec,0,D300
504130 AI P1 Read ADC BINNING-DRL, Dec,0,D300
504140 AI P1 Read ADC BINNING-TI, Dec,0,D300
504150 AI P1 Read ADC PCB TEMP Normal Temperature, Dec,0,D300
504160 AI P1 Read ADC TEMP REF, Dec,0,D300
530030 CAL CH1 Voltage High FB, V,0,L1000
530040 CAL CH1 Voltage Meas Vf High, V,.5190,L1000
530120 CAL CH1 Voltage Low FB, V,0,L1000
530130 CAL CH1 Voltage Meas Vf Low, V,.5089,L1000
530030 CAL CH1 Voltage High FB, V,0,L1000
530040 CAL CH1 Voltage Meas Vf High, V,.5189,L1000
530120 CAL CH1 Voltage Low FB, V,0,L1000
530130 CAL CH1 Voltage Meas Vf Low, V,.5092,L1000
530030 CAL CH1 Voltage High FB, V,0,L1000
530040 CAL CH1 Voltage Meas Vf High, V,.5623,L1000
530120 CAL CH1 Voltage Low FB, V,0,L1000
530130 CAL CH1 Voltage Meas Vf Low, V,.4815,L1000
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0001,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0941,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,2155.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,703.8,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,295.9,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0001,C427
501050_[A-01][A-07] LIN Voltage, A,.0959,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,1.747,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,2123.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,656.5,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,247.7,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0015,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1673.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1602.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1541.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1485.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0001,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0016,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1549.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1486.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1429.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1376.,C427
500230_[A-01][A-21]PCHK 21A POWER SUPPLY CHANNEL 3, mA,26.02,C437
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C437
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C437
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C437
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C437
501050_[A-01][A-07] LIN Voltage, A,.0280,C437
501060_Read SW Version, Hex,21474,C437
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1637.,C437
517020_Leakage 9A ANODE CHANNEL 4, uA,1567.,C437
517030_Leakage 20C ANODE CHANNEL 2, uA,1504.,C437
517040_Leakage 22C ANODE CHANNEL 1, uA,1446.,C437
500230_[A-01][A-21]PCHK 21A POWER SUPPLY CHANNEL 3, mA,20.99,C437
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C437
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C437
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C437
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C437
501050_[A-01][A-07] LIN Voltage, A,.0130,C437
501060_Read SW Version, Hex,21474,C437
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1579.,C437
517020_Leakage 9A ANODE CHANNEL 4, uA,1513.,C437
517030_Leakage 20C ANODE CHANNEL 2, uA,1453.,C437
517040_Leakage 22C ANODE CHANNEL 1, uA,1399.,C437
500230_[A-01][A-21]PCHK 21A POWER SUPPLY CHANNEL 3, mA,44.64,C437
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C437
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C437
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C437
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C437
501050_[A-01][A-07] LIN Voltage, A,.0050,C437
501060_Read SW Version, Hex,21474,C437
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1594.,C437
517020_Leakage 9A ANODE CHANNEL 4, uA,1528.,C437
517030_Leakage 20C ANODE CHANNEL 2, uA,1471.,C437
517040_Leakage 22C ANODE CHANNEL 1, uA,1424.,C437
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0091,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1681.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1608.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1547.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1492.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0122,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1621.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1552.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1488.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1430.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0001,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0941,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,2155.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,703.8,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,295.9,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0001,C427
501050_[A-01][A-07] LIN Voltage, A,.0959,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,1.747,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,2123.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,656.5,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,247.7,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0015,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1673.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1602.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1541.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1485.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0001,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0016,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1549.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1486.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1429.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1376.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0045,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1320.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1278.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1238.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,884.4,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0002,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0001,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0001,C427
501050_[A-01][A-07] LIN Voltage, A,.0043,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1448.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1396.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1348.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1305.,C427
500230_[A-01][A-21]PCHK 21A POWER SUPPLY CHANNEL 3, mA,19.17,C437
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C437
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C437
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C437
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C437
501050_[A-01][A-07] LIN Voltage, A,.0091,C437
501060_Read SW Version, Hex,21474,C437
500230_[A-01][A-21]PCHK 21A POWER SUPPLY CHANNEL 3, mA,42.39,C437
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C437
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C437
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C437
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C437
501050_[A-01][A-07] LIN Voltage, A,.0982,C437
501060_Read SW Version, Hex,21474,C437
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1637.,C437
517020_Leakage 9A ANODE CHANNEL 4, uA,1568.,C437
517030_Leakage 20C ANODE CHANNEL 2, uA,1505.,C437
517040_Leakage 22C ANODE CHANNEL 1, uA,1448.,C437
505170_OC Set PWM SUPP 50%, Bol,-1197,C427
505180_LCO P3 SUPP_CTRL Meas Freq, Hz,63762,C427
505190_LCO P3 SUPP_CTRL Meas Duty Cycle, %,94.75,C427
505200_LCO P3 SUPP_CTRL Meas Vrms, V,.0546,C427
505210_OC Set PWM SUPP 0%, Bol,-1197,C427
505220_OC Set PWM FRONT FOG CONTROL 50%, Bol,-1197,C427
505230_OC PWM FRONT FOG CONTROL Meas Freq, Hz,16919,C427
505240_OC PWM FRONT FOG CONTROL Meas Duty Cycle, %,68.19,C427
505250_OC PWM FRONT FOG CONTROL Meas Vrms, V,.0318,C427
505260_OC Set PWM FRONT FOG CONTROL 0%, Bol,-1197,C427
505270_OC Set PWM SM CONTROL 50%, Bol,-1197,C427
505280_OC PWM SM CONTROL Meas Freq, Hz,17334,C427
505290_OC PWM SM CONTROL Meas Duty Cycle, %,14.46,C427
505300_OC PWM SM CONTROL Meas Vrms, V,.0325,C427
505310_OC Set PWM SM CONTROL 0%, Bol,-1197,C427
505320_OC Set PWM LINCOLN STAR CONTROL 50%, Bol,-1197,C427
505330_OC PWM LINCOLN STAR CONTROL Meas Freq, Hz,17334,C427
505340_OC PWM LINCOLN STAR CONTROL Meas Duty Cycle, %,14.46,C427
505350_OC PWM LINCOLN STAR CONTROL Meas Vrms, V,.0325,C427
505360_OC Set PWM LINCOLN STAR CONTROL 0%, Bol,-1197,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0026,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0153,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0083,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1632.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1563.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1504.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1453.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0081,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1513.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1451.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1396.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1345.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0056,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0053,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1566.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1500.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1440.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1387.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.1056,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1552.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1487.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1429.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1376.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0941,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,1.757,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0030,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0044,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,1.940,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,2080.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,675.6,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,281.4,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,2.008,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,2027.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,648.3,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,257.2,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0001,C427
501050_[A-01][A-07] LIN Voltage, A,.0484,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1665.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1595.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1537.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1484.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0002,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0001,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0001,C427
501050_[A-01][A-07] LIN Voltage, A,.0049,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1578.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1512.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1451.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1398.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0258,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,1688.,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,1616.,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,1556.,C427
517040_Leakage 22C ANODE CHANNEL 1, uA,1503.,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0000,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0000,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0000,C427
501050_[A-01][A-07] LIN Voltage, A,.0034,C427
501060_Read SW Version, Hex,21474,C427
501010_[A-01][C-10] ID Voltage in 10C POWER SUPPLY CHANNEL 1, V,.0001,C427
501020_[A-01][C-01] ID Voltage in 1C POWER SUPPLY CHANNEL 2, V,.0001,C427
501030_[A-01][A-21] ID Voltage in 21A POWER SUPPLY TI, V,.0000,C427
501040_[A-01][A-22] ID Voltage in 22A POWER SUPPLY CHANNEL 4, V,.0001,C427
501050_[A-01][A-07] LIN Voltage, A,.0047,C427
501060_Read SW Version, Hex,21474,C427
517010_Leakage 8A ANODESBL2/3+SLB4/5, uA,781.7,C427
517020_Leakage 9A ANODE CHANNEL 4, uA,428.6,C427
517030_Leakage 20C ANODE CHANNEL 2, uA,255.5,C427
